Freq.,V(n003)
3.11E+01,"(-4.04016249154617e-01dB,-1.75924430452584e+01°)"
3.12E+01,"(-4.05796659962686e-01dB,-1.76305942570956e+01°)"
3.13E+01,"(-4.07584554451298e-01dB,-1.76688179548325e+01°)"
3.13E+01,"(-4.09379960978774e-01dB,-1.77071142112015e+01°)"
3.14E+01,"(-4.11182907984827e-01dB,-1.77454830985807e+01°)"
3.15E+01,"(-4.12993423990552e-01dB,-1.77839246889912e+01°)"
3.16E+01,"(-4.14811537598476e-01dB,-1.78224390540935e+01°)"
3.16E+01,"(-4.16637277492527e-01dB,-1.78610262651845e+01°)"
3.17E+01,"(-4.18470672438065e-01dB,-1.78996863931946e+01°)"
3.18E+01,"(-4.20311751281867e-01dB,-1.79384195086841e+01°)"
3.18E+01,"(-4.22160542952144e-01dB,-1.79772256818401e+01°)"
3.19E+01,"(-4.24017076458537e-01dB,-1.80161049824737e+01°)"
3.20E+01,"(-4.25881380892087e-01dB,-1.80550574800162e+01°)"
3.21E+01,"(-4.27753485425276e-01dB,-1.80940832435163e+01°)"
3.21E+01,"(-4.29633419311972e-01dB,-1.81331823416366e+01°)"
3.22E+01,"(-4.31521211887450e-01dB,-1.81723548426506e+01°)"
3.23E+01,"(-4.33416892568362e-01dB,-1.82116008144393e+01°)"
3.24E+01,"(-4.35320490852733e-01dB,-1.82509203244877e+01°)"
3.24E+01,"(-4.37232036319924e-01dB,-1.82903134398821e+01°)"
3.25E+01,"(-4.39151558630638e-01dB,-1.83297802273061e+01°)"
3.26E+01,"(-4.41079087526868e-01dB,-1.83693207530380e+01°)"
3.27E+01,"(-4.43014652831897e-01dB,-1.84089350829470e+01°)"
3.27E+01,"(-4.44958284450253e-01dB,-1.84486232824899e+01°)"
3.28E+01,"(-4.46910012367690e-01dB,-1.84883854167080e+01°)"
3.29E+01,"(-4.48869866651138e-01dB,-1.85282215502237e+01°)"
3.30E+01,"(-4.50837877448686e-01dB,-1.85681317472370e+01°)"
3.30E+01,"(-4.52814074989535e-01dB,-1.86081160715221e+01°)"
3.31E+01,"(-4.54798489583951e-01dB,-1.86481745864243e+01°)"
3.32E+01,"(-4.56791151623237e-01dB,-1.86883073548565e+01°)"
3.33E+01,"(-4.58792091579666e-01dB,-1.87285144392954e+01°)"
3.33E+01,"(-4.60801340006453e-01dB,-1.87687959017788e+01°)"
3.34E+01,"(-4.62818927537686e-01dB,-1.88091518039016e+01°)"
3.35E+01,"(-4.64844884888286e-01dB,-1.88495822068127e+01°)"
3.36E+01,"(-4.66879242853933e-01dB,-1.88900871712113e+01°)"
3.37E+01,"(-4.68922032311028e-01dB,-1.89306667573438e+01°)"
3.37E+01,"(-4.70973284216602e-01dB,-1.89713210249999e+01°)"
3.38E+01,"(-4.73033029608279e-01dB,-1.90120500335095e+01°)"
3.39E+01,"(-4.75101299604191e-01dB,-1.90528538417391e+01°)"
3.40E+01,"(-4.77178125402907e-01dB,-1.90937325080880e+01°)"
3.40E+01,"(-4.79263538283365e-01dB,-1.91346860904855e+01°)"
3.41E+01,"(-4.81357569604790e-01dB,-1.91757146463867e+01°)"
3.42E+01,"(-4.83460250806625e-01dB,-1.92168182327693e+01°)"
3.43E+01,"(-4.85571613408429e-01dB,-1.92579969061300e+01°)"
3.44E+01,"(-4.87691689009804e-01dB,-1.92992507224812e+01°)"
3.44E+01,"(-4.89820509290305e-01dB,-1.93405797373469e+01°)"
3.45E+01,"(-4.91958106009347e-01dB,-1.93819840057598e+01°)"
3.46E+01,"(-4.94104511006111e-01dB,-1.94234635822571e+01°)"
3.47E+01,"(-4.96259756199441e-01dB,-1.94650185208775e+01°)"
3.48E+01,"(-4.98423873587757e-01dB,-1.95066488751571e+01°)"
3.48E+01,"(-5.00596895248929e-01dB,-1.95483546981264e+01°)"
3.49E+01,"(-5.02778853340191e-01dB,-1.95901360423060e+01°)"
3.50E+01,"(-5.04969780098021e-01dB,-1.96319929597035e+01°)"
3.51E+01,"(-5.07169707838025e-01dB,-1.96739255018097e+01°)"
3.52E+01,"(-5.09378668954831e-01dB,-1.97159337195950e+01°)"
3.52E+01,"(-5.11596695921955e-01dB,-1.97580176635058e+01°)"
3.53E+01,"(-5.13823821291694e-01dB,-1.98001773834607e+01°)"
3.54E+01,"(-5.16060077694985e-01dB,-1.98424129288470e+01°)"
3.55E+01,"(-5.18305497841291e-01dB,-1.98847243485169e+01°)"
3.56E+01,"(-5.20560114518445e-01dB,-1.99271116907841e+01°)"
3.56E+01,"(-5.22823960592548e-01dB,-1.99695750034199e+01°)"
3.57E+01,"(-5.25097069007794e-01dB,-2.00121143336494e+01°)"
3.58E+01,"(-5.27379472786361e-01dB,-2.00547297281480e+01°)"
3.59E+01,"(-5.29671205028233e-01dB,-2.00974212330378e+01°)"
3.60E+01,"(-5.31972298911073e-01dB,-2.01401888938836e+01°)"
3.61E+01,"(-5.34282787690071e-01dB,-2.01830327556893e+01°)"
3.61E+01,"(-5.36602704697771e-01dB,-2.02259528628943e+01°)"
3.62E+01,"(-5.38932083343925e-01dB,-2.02689492593696e+01°)"
3.63E+01,"(-5.41270957115329e-01dB,-2.03120219884143e+01°)"
3.64E+01,"(-5.43619359575648e-01dB,-2.03551710927513e+01°)"
3.65E+01,"(-5.45977324365262e-01dB,-2.03983966145242e+01°)"
3.66E+01,"(-5.48344885201076e-01dB,-2.04416985952934e+01°)"
3.66E+01,"(-5.50722075876349e-01dB,-2.04850770760318e+01°)"
3.67E+01,"(-5.53108930260519e-01dB,-2.05285320971217e+01°)"
3.68E+01,"(-5.55505482299025e-01dB,-2.05720636983507e+01°)"
3.69E+01,"(-5.57911766013091e-01dB,-2.06156719189079e+01°)"
3.70E+01,"(-5.60327815499566e-01dB,-2.06593567973802e+01°)"
3.71E+01,"(-5.62753664930703e-01dB,-2.07031183717485e+01°)"
3.72E+01,"(-5.65189348553995e-01dB,-2.07469566793837e+01°)"
3.72E+01,"(-5.67634900691933e-01dB,-2.07908717570432e+01°)"
3.73E+01,"(-5.70090355741832e-01dB,-2.08348636408670e+01°)"
3.74E+01,"(-5.72555748175600e-01dB,-2.08789323663735e+01°)"
3.75E+01,"(-5.75031112539540e-01dB,-2.09230779684562e+01°)"
3.76E+01,"(-5.77516483454116e-01dB,-2.09673004813797e+01°)"
3.77E+01,"(-5.80011895613764e-01dB,-2.10115999387757e+01°)"
3.78E+01,"(-5.82517383786618e-01dB,-2.10559763736391e+01°)"
3.78E+01,"(-5.85032982814332e-01dB,-2.11004298183247e+01°)"
3.79E+01,"(-5.87558727611813e-01dB,-2.11449603045426e+01°)"
3.80E+01,"(-5.90094653167006e-01dB,-2.11895678633548e+01°)"
3.81E+01,"(-5.92640794540637e-01dB,-2.12342525251715e+01°)"
3.82E+01,"(-5.95197186865988e-01dB,-2.12790143197465e+01°)"
3.83E+01,"(-5.97763865348632e-01dB,-2.13238532761741e+01°)"
3.84E+01,"(-6.00340865266182e-01dB,-2.13687694228850e+01°)"
3.85E+01,"(-6.02928221968058e-01dB,-2.14137627876422e+01°)"
3.85E+01,"(-6.05525970875202e-01dB,-2.14588333975371e+01°)"
3.86E+01,"(-6.08134147479822e-01dB,-2.15039812789861e+01°)"
3.87E+01,"(-6.10752787345127e-01dB,-2.15492064577262e+01°)"
3.88E+01,"(-6.13381926105058e-01dB,-2.15945089588114e+01°)"
3.89E+01,"(-6.16021599464007e-01dB,-2.16398888066085e+01°)"
3.90E+01,"(-6.18671843196539e-01dB,-2.16853460247936e+01°)"
3.91E+01,"(-6.21332693147111e-01dB,-2.17308806363479e+01°)"
3.92E+01,"(-6.24004185229776e-01dB,-2.17764926635539e+01°)"
3.93E+01,"(-6.26686355427902e-01dB,-2.18221821279915e+01°)"
3.94E+01,"(-6.29379239793867e-01dB,-2.18679490505341e+01°)"
3.94E+01,"(-6.32082874448764e-01dB,-2.19137934513446e+01°)"
3.95E+01,"(-6.34797295582100e-01dB,-2.19597153498716e+01°)"
3.96E+01,"(-6.37522539451474e-01dB,-2.20057147648453e+01°)"
3.97E+01,"(-6.40258642382272e-01dB,-2.20517917142739e+01°)"
3.98E+01,"(-6.43005640767361e-01dB,-2.20979462154393e+01°)"
3.99E+01,"(-6.45763571066742e-01dB,-2.21441782848937e+01°)"
4.00E+01,"(-6.48532469807256e-01dB,-2.21904879384550e+01°)"
4.01E+01,"(-6.51312373582230e-01dB,-2.22368751912035e+01°)"
4.02E+01,"(-6.54103319051147e-01dB,-2.22833400574775e+01°)"
4.03E+01,"(-6.56905342939311e-01dB,-2.23298825508696e+01°)"
4.04E+01,"(-6.59718482037515e-01dB,-2.23765026842230e+01°)"
4.05E+01,"(-6.62542773201678e-01dB,-2.24232004696272e+01°)"
4.06E+01,"(-6.65378253352489e-01dB,-2.24699759184141e+01°)"
4.06E+01,"(-6.68224959475080e-01dB,-2.25168290411543e+01°)"
4.07E+01,"(-6.71082928618631e-01dB,-2.25637598476532e+01°)"
4.08E+01,"(-6.73952197896029e-01dB,-2.26107683469467e+01°)"
4.09E+01,"(-6.76832804483489e-01dB,-2.26578545472978e+01°)"
4.10E+01,"(-6.79724785620187e-01dB,-2.27050184561921e+01°)"
4.11E+01,"(-6.82628178607866e-01dB,-2.27522600803345e+01°)"
4.12E+01,"(-6.85543020810480e-01dB,-2.27995794256448e+01°)"
4.13E+01,"(-6.88469349653784e-01dB,-2.28469764972538e+01°)"
4.14E+01,"(-6.91407202624950e-01dB,-2.28944512995000e+01°)"
4.15E+01,"(-6.94356617272184e-01dB,-2.29420038359248e+01°)"
4.16E+01,"(-6.97317631204297e-01dB,-2.29896341092692e+01°)"
4.17E+01,"(-7.00290282090327e-01dB,-2.30373421214696e+01°)"
4.18E+01,"(-7.03274607659117e-01dB,-2.30851278736543e+01°)"
4.19E+01,"(-7.06270645698902e-01dB,-2.31329913661388e+01°)"
4.20E+01,"(-7.09278434056890e-01dB,-2.31809325984230e+01°)"
4.21E+01,"(-7.12298010638847e-01dB,-2.32289515691862e+01°)"
4.22E+01,"(-7.15329413408650e-01dB,-2.32770482762840e+01°)"
4.23E+01,"(-7.18372680387876e-01dB,-2.33252227167441e+01°)"
4.24E+01,"(-7.21427849655346e-01dB,-2.33734748867623e+01°)"
4.25E+01,"(-7.24494959346705e-01dB,-2.34218047816989e+01°)"
4.26E+01,"(-7.27574047653959e-01dB,-2.34702123960747e+01°)"
4.27E+01,"(-7.30665152825013e-01dB,-2.35186977235670e+01°)"
4.28E+01,"(-7.33768313163248e-01dB,-2.35672607570059e+01°)"
4.29E+01,"(-7.36883567027030e-01dB,-2.36159014883704e+01°)"
4.30E+01,"(-7.40010952829261e-01dB,-2.36646199087847e+01°)"
4.31E+01,"(-7.43150509036907e-01dB,-2.37134160085138e+01°)"
4.32E+01,"(-7.46302274170512e-01dB,-2.37622897769604e+01°)"
4.33E+01,"(-7.49466286803739e-01dB,-2.38112412026604e+01°)"
4.34E+01,"(-7.52642585562859e-01dB,-2.38602702732797e+01°)"
4.35E+01,"(-7.55831209126290e-01dB,-2.39093769756098e+01°)"
4.36E+01,"(-7.59032196224079e-01dB,-2.39585612955642e+01°)"
4.37E+01,"(-7.62245585637423e-01dB,-2.40078232181748e+01°)"
4.38E+01,"(-7.65471416198146e-01dB,-2.40571627275877e+01°)"
4.39E+01,"(-7.68709726788211e-01dB,-2.41065798070597e+01°)"
4.40E+01,"(-7.71960556339188e-01dB,-2.41560744389545e+01°)"
4.41E+01,"(-7.75223943831750e-01dB,-2.42056466047386e+01°)"
4.42E+01,"(-7.78499928295148e-01dB,-2.42552962849781e+01°)"
4.43E+01,"(-7.81788548806671e-01dB,-2.43050234593343e+01°)"
4.44E+01,"(-7.85089844491129e-01dB,-2.43548281065603e+01°)"
4.45E+01,"(-7.88403854520307e-01dB,-2.44047102044973e+01°)"
4.46E+01,"(-7.91730618112425e-01dB,-2.44546697300707e+01°)"
4.47E+01,"(-7.95070174531590e-01dB,-2.45047066592864e+01°)"
4.48E+01,"(-7.98422563087256e-01dB,-2.45548209672270e+01°)"
4.49E+01,"(-8.01787823133634e-01dB,-2.46050126280485e+01°)"
4.50E+01,"(-8.05165994069167e-01dB,-2.46552816149760e+01°)"
4.51E+01,"(-8.08557115335949e-01dB,-2.47056279003005e+01°)"
4.52E+01,"(-8.11961226419144e-01dB,-2.47560514553748e+01°)"
4.53E+01,"(-8.15378366846425e-01dB,-2.48065522506104e+01°)"
4.54E+01,"(-8.18808576187373e-01dB,-2.48571302554733e+01°)"
4.55E+01,"(-8.22251894052924e-01dB,-2.49077854384805e+01°)"
4.56E+01,"(-8.25708360094732e-01dB,-2.49585177671966e+01°)"
4.57E+01,"(-8.29178014004615e-01dB,-2.50093272082300e+01°)"
4.58E+01,"(-8.32660895513933e-01dB,-2.50602137272291e+01°)"
4.59E+01,"(-8.36157044392969e-01dB,-2.51111772888793e+01°)"
4.60E+01,"(-8.39666500450351e-01dB,-2.51622178568987e+01°)"
4.61E+01,"(-8.43189303532408e-01dB,-2.52133353940350e+01°)"
4.62E+01,"(-8.46725493522563e-01dB,-2.52645298620617e+01°)"
4.63E+01,"(-8.50275110340699e-01dB,-2.53158012217749e+01°)"
4.65E+01,"(-8.53838193942536e-01dB,-2.53671494329894e+01°)"
4.66E+01,"(-8.57414784318988e-01dB,-2.54185744545353e+01°)"
4.67E+01,"(-8.61004921495522e-01dB,-2.54700762442546e+01°)"
4.68E+01,"(-8.64608645531514e-01dB,-2.55216547589977e+01°)"
4.69E+01,"(-8.68225996519605e-01dB,-2.55733099546197e+01°)"
4.70E+01,"(-8.71857014585030e-01dB,-2.56250417859773e+01°)"
4.71E+01,"(-8.75501739884969e-01dB,-2.56768502069252e+01°)"
4.72E+01,"(-8.79160212607882e-01dB,-2.57287351703125e+01°)"
4.73E+01,"(-8.82832472972825e-01dB,-2.57806966279798e+01°)"
4.74E+01,"(-8.86518561228793e-01dB,-2.58327345307552e+01°)"
4.75E+01,"(-8.90218517654016e-01dB,-2.58848488284513e+01°)"
4.76E+01,"(-8.93932382555298e-01dB,-2.59370394698617e+01°)"
4.78E+01,"(-8.97660196267307e-01dB,-2.59893064027580e+01°)"
4.79E+01,"(-9.01401999151898e-01dB,-2.60416495738859e+01°)"
4.80E+01,"(-9.05157831597381e-01dB,-2.60940689289624e+01°)"
4.81E+01,"(-9.08927734017855e-01dB,-2.61465644126723e+01°)"
4.82E+01,"(-9.12711746852471e-01dB,-2.61991359686648e+01°)"
4.83E+01,"(-9.16509910564716e-01dB,-2.62517835395507e+01°)"
4.84E+01,"(-9.20322265641717e-01dB,-2.63045070668988e+01°)"
4.85E+01,"(-9.24148852593482e-01dB,-2.63573064912327e+01°)"
4.86E+01,"(-9.27989711952187e-01dB,-2.64101817520278e+01°)"
4.88E+01,"(-9.31844884271457e-01dB,-2.64631327877081e+01°)"
4.89E+01,"(-9.35714410125588e-01dB,-2.65161595356430e+01°)"
4.90E+01,"(-9.39598330108832e-01dB,-2.65692619321442e+01°)"
4.91E+01,"(-9.43496684834642e-01dB,-2.66224399124624e+01°)"
4.92E+01,"(-9.47409514934902e-01dB,-2.66756934107847e+01°)"
4.93E+01,"(-9.51336861059186e-01dB,-2.67290223602311e+01°)"
4.94E+01,"(-9.55278763873979e-01dB,-2.67824266928515e+01°)"
4.95E+01,"(-9.59235264061918e-01dB,-2.68359063396231e+01°)"
4.97E+01,"(-9.63206402321011e-01dB,-2.68894612304469e+01°)"
4.98E+01,"(-9.67192219363859e-01dB,-2.69430912941451e+01°)"
4.99E+01,"(-9.71192755916876e-01dB,-2.69967964584577e+01°)"
5.00E+01,"(-9.75208052719489e-01dB,-2.70505766500402e+01°)"
5.01E+01,"(-9.79238150523359e-01dB,-2.71044317944603e+01°)"
5.02E+01,"(-9.83283090091571e-01dB,-2.71583618161950e+01°)"
5.04E+01,"(-9.87342912197836e-01dB,-2.72123666386281e+01°)"
5.05E+01,"(-9.91417657625679e-01dB,-2.72664461840469e+01°)"
5.06E+01,"(-9.95507367167628e-01dB,-2.73206003736397e+01°)"
5.07E+01,"(-9.99612081624402e-01dB,-2.73748291274932e+01°)"
5.08E+01,"(-1.00373184180407e+00dB,-2.74291323645892e+01°)"
5.09E+01,"(-1.00786668852126e+00dB,-2.74835100028024e+01°)"
5.11E+01,"(-1.01201666259627e+00dB,-2.75379619588976e+01°)"
5.12E+01,"(-1.01618180485429e+00dB,-2.75924881485267e+01°)"
5.13E+01,"(-1.02036215612453e+00dB,-2.76470884862265e+01°)"
5.14E+01,"(-1.02455775723937e+00dB,-2.77017628854159e+01°)"
5.15E+01,"(-1.02876864903354e+00dB,-2.77565112583932e+01°)"
5.16E+01,"(-1.03299487234321e+00dB,-2.78113335163337e+01°)"
5.18E+01,"(-1.03723646800519e+00dB,-2.78662295692873e+01°)"
5.19E+01,"(-1.04149347685602e+00dB,-2.79211993261756e+01°)"
5.20E+01,"(-1.04576593973114e+00dB,-2.79762426947898e+01°)"
5.21E+01,"(-1.05005389746397e+00dB,-2.80313595817881e+01°)"
5.22E+01,"(-1.05435739088508e+00dB,-2.80865498926933e+01°)"
5.24E+01,"(-1.05867646082126e+00dB,-2.81418135318904e+01°)"
5.25E+01,"(-1.06301114809468e+00dB,-2.81971504026244e+01°)"
5.26E+01,"(-1.06736149352195e+00dB,-2.82525604069977e+01°)"
5.27E+01,"(-1.07172753791327e+00dB,-2.83080434459681e+01°)"
5.28E+01,"(-1.07610932207150e+00dB,-2.83635994193464e+01°)"
5.30E+01,"(-1.08050688679125e+00dB,-2.84192282257942e+01°)"
5.31E+01,"(-1.08492027285799e+00dB,-2.84749297628217e+01°)"
5.32E+01,"(-1.08934952104715e+00dB,-2.85307039267853e+01°)"
5.33E+01,"(-1.09379467212313e+00dB,-2.85865506128862e+01°)"
5.35E+01,"(-1.09825576683847e+00dB,-2.86424697151673e+01°)"
5.36E+01,"(-1.10273284593287e+00dB,-2.86984611265120e+01°)"
5.37E+01,"(-1.10722595013226e+00dB,-2.87545247386416e+01°)"
5.38E+01,"(-1.11173512014787e+00dB,-2.88106604421138e+01°)"
5.40E+01,"(-1.11626039667530e+00dB,-2.88668681263200e+01°)"
5.41E+01,"(-1.12080182039356e+00dB,-2.89231476794844e+01°)"
5.42E+01,"(-1.12535943196416e+00dB,-2.89794989886611e+01°)"
5.43E+01,"(-1.12993327203009e+00dB,-2.90359219397328e+01°)"
5.45E+01,"(-1.13452338121492e+00dB,-2.90924164174089e+01°)"
5.46E+01,"(-1.13912980012182e+00dB,-2.91489823052239e+01°)"
5.47E+01,"(-1.14375256933260e+00dB,-2.92056194855349e+01°)"
5.48E+01,"(-1.14839172940672e+00dB,-2.92623278395208e+01°)"
5.50E+01,"(-1.15304732088035e+00dB,-2.93191072471802e+01°)"
5.51E+01,"(-1.15771938426540e+00dB,-2.93759575873298e+01°)"
5.52E+01,"(-1.16240796004846e+00dB,-2.94328787376026e+01°)"
5.53E+01,"(-1.16711308868993e+00dB,-2.94898705744466e+01°)"
5.55E+01,"(-1.17183481062294e+00dB,-2.95469329731234e+01°)"
5.56E+01,"(-1.17657316625241e+00dB,-2.96040658077063e+01°)"
5.57E+01,"(-1.18132819595403e+00dB,-2.96612689510792e+01°)"
5.58E+01,"(-1.18609994007327e+00dB,-2.97185422749348e+01°)"
5.60E+01,"(-1.19088843892436e+00dB,-2.97758856497737e+01°)"
5.61E+01,"(-1.19569373278932e+00dB,-2.98332989449027e+01°)"
5.62E+01,"(-1.20051586191691e+00dB,-2.98907820284339e+01°)"
5.64E+01,"(-1.20535486652162e+00dB,-2.99483347672828e+01°)"
5.65E+01,"(-1.21021078678270e+00dB,-3.00059570271677e+01°)"
5.66E+01,"(-1.21508366284305e+00dB,-3.00636486726085e+01°)"
5.68E+01,"(-1.21997353480827e+00dB,-3.01214095669248e+01°)"
5.69E+01,"(-1.22488044274564e+00dB,-3.01792395722360e+01°)"
5.70E+01,"(-1.22980442668298e+00dB,-3.02371385494593e+01°)"
5.71E+01,"(-1.23474552660777e+00dB,-3.02951063583091e+01°)"
5.73E+01,"(-1.23970378246596e+00dB,-3.03531428572958e+01°)"
5.74E+01,"(-1.24467923416105e+00dB,-3.04112479037253e+01°)"
5.75E+01,"(-1.24967192155296e+00dB,-3.04694213536977e+01°)"
5.77E+01,"(-1.25468188445703e+00dB,-3.05276630621067e+01°)"
5.78E+01,"(-1.25970916264295e+00dB,-3.05859728826386e+01°)"
5.79E+01,"(-1.26475379583370e+00dB,-3.06443506677717e+01°)"
5.81E+01,"(-1.26981582370450e+00dB,-3.07027962687756e+01°)"
5.82E+01,"(-1.27489528588176e+00dB,-3.07613095357105e+01°)"
5.83E+01,"(-1.27999222194198e+00dB,-3.08198903174267e+01°)"
5.85E+01,"(-1.28510667141074e+00dB,-3.08785384615637e+01°)"
5.86E+01,"(-1.29023867376155e+00dB,-3.09372538145499e+01°)"
5.87E+01,"(-1.29538826841485e+00dB,-3.09960362216022e+01°)"
5.89E+01,"(-1.30055549473692e+00dB,-3.10548855267255e+01°)"
5.90E+01,"(-1.30574039203875e+00dB,-3.11138015727121e+01°)"
5.92E+01,"(-1.31094299957503e+00dB,-3.11727842011415e+01°)"
5.93E+01,"(-1.31616335654303e+00dB,-3.12318332523804e+01°)"
5.94E+01,"(-1.32140150208148e+00dB,-3.12909485655818e+01°)"
5.96E+01,"(-1.32665747526955e+00dB,-3.13501299786855e+01°)"
5.97E+01,"(-1.33193131512573e+00dB,-3.14093773284172e+01°)"
5.98E+01,"(-1.33722306060670e+00dB,-3.14686904502892e+01°)"
6.00E+01,"(-1.34253275060628e+00dB,-3.15280691785996e+01°)"
6.01E+01,"(-1.34786042395431e+00dB,-3.15875133464327e+01°)"
6.03E+01,"(-1.35320611941556e+00dB,-3.16470227856591e+01°)"
6.04E+01,"(-1.35856987568861e+00dB,-3.17065973269352e+01°)"
6.05E+01,"(-1.36395173140475e+00dB,-3.17662367997042e+01°)"
6.07E+01,"(-1.36935172512688e+00dB,-3.18259410321956e+01°)"
6.08E+01,"(-1.37476989534839e+00dB,-3.18857098514254e+01°)"
6.10E+01,"(-1.38020628049205e+00dB,-3.19455430831971e+01°)"
6.11E+01,"(-1.38566091890889e+00dB,-3.20054405521012e+01°)"
6.12E+01,"(-1.39113384887711e+00dB,-3.20654020815159e+01°)"
6.14E+01,"(-1.39662510860091e+00dB,-3.21254274936077e+01°)"
6.15E+01,"(-1.40213473620943e+00dB,-3.21855166093316e+01°)"
6.17E+01,"(-1.40766276975559e+00dB,-3.22456692484318e+01°)"
6.18E+01,"(-1.41320924721495e+00dB,-3.23058852294421e+01°)"
6.19E+01,"(-1.41877420648464e+00dB,-3.23661643696867e+01°)"
6.21E+01,"(-1.42435768538219e+00dB,-3.24265064852808e+01°)"
6.22E+01,"(-1.42995972164443e+00dB,-3.24869113911314e+01°)"
6.24E+01,"(-1.43558035292630e+00dB,-3.25473789009378e+01°)"
6.25E+01,"(-1.44121961679981e+00dB,-3.26079088271929e+01°)"
6.27E+01,"(-1.44687755075283e+00dB,-3.26685009811837e+01°)"
6.28E+01,"(-1.45255419218799e+00dB,-3.27291551729924e+01°)"
6.30E+01,"(-1.45824957842152e+00dB,-3.27898712114973e+01°)"
6.31E+01,"(-1.46396374668218e+00dB,-3.28506489043740e+01°)"
6.32E+01,"(-1.46969673411002e+00dB,-3.29114880580961e+01°)"
6.34E+01,"(-1.47544857775532e+00dB,-3.29723884779371e+01°)"
6.35E+01,"(-1.48121931457742e+00dB,-3.30333499679707e+01°)"
6.37E+01,"(-1.48700898144358e+00dB,-3.30943723310727e+01°)"
6.38E+01,"(-1.49281761512784e+00dB,-3.31554553689220e+01°)"
6.40E+01,"(-1.49864525230989e+00dB,-3.32165988820022e+01°)"
6.41E+01,"(-1.50449192957389e+00dB,-3.32778026696025e+01°)"
6.43E+01,"(-1.51035768340736e+00dB,-3.33390665298199e+01°)"
6.44E+01,"(-1.51624255020003e+00dB,-3.34003902595601e+01°)"
6.46E+01,"(-1.52214656624270e+00dB,-3.34617736545395e+01°)"
6.47E+01,"(-1.52806976772604e+00dB,-3.35232165092864e+01°)"
6.49E+01,"(-1.53401219073954e+00dB,-3.35847186171433e+01°)"
6.50E+01,"(-1.53997387127027e+00dB,-3.36462797702678e+01°)"
6.52E+01,"(-1.54595484520179e+00dB,-3.37078997596352e+01°)"
6.53E+01,"(-1.55195514831298e+00dB,-3.37695783750399e+01°)"
6.55E+01,"(-1.55797481627691e+00dB,-3.38313154050974e+01°)"
6.56E+01,"(-1.56401388465964e+00dB,-3.38931106372464e+01°)"
6.58E+01,"(-1.57007238891917e+00dB,-3.39549638577503e+01°)"
6.59E+01,"(-1.57615036440418e+00dB,-3.40168748517001e+01°)"
6.61E+01,"(-1.58224784635297e+00dB,-3.40788434030159e+01°)"
6.62E+01,"(-1.58836486989227e+00dB,-3.41408692944491e+01°)"
6.64E+01,"(-1.59450147003610e+00dB,-3.42029523075851e+01°)"
6.65E+01,"(-1.60065768168462e+00dB,-3.42650922228449e+01°)"
6.67E+01,"(-1.60683353962300e+00dB,-3.43272888194882e+01°)"
6.68E+01,"(-1.61302907852025e+00dB,-3.43895418756152e+01°)"
6.70E+01,"(-1.61924433292809e+00dB,-3.44518511681693e+01°)"
6.71E+01,"(-1.62547933727981e+00dB,-3.45142164729398e+01°)"
6.73E+01,"(-1.63173412588912e+00dB,-3.45766375645641e+01°)"
6.75E+01,"(-1.63800873294897e+00dB,-3.46391142165306e+01°)"
6.76E+01,"(-1.64430319253049e+00dB,-3.47016462011812e+01°)"
6.78E+01,"(-1.65061753858177e+00dB,-3.47642332897143e+01°)"
6.79E+01,"(-1.65695180492675e+00dB,-3.48268752521873e+01°)"
6.81E+01,"(-1.66330602526409e+00dB,-3.48895718575196e+01°)"
6.82E+01,"(-1.66968023316600e+00dB,-3.49523228734955e+01°)"
6.84E+01,"(-1.67607446207715e+00dB,-3.50151280667674e+01°)"
6.85E+01,"(-1.68248874531348e+00dB,-3.50779872028584e+01°)"
6.87E+01,"(-1.68892311606111e+00dB,-3.51409000461655e+01°)"
6.89E+01,"(-1.69537760737518e+00dB,-3.52038663599630e+01°)"
6.90E+01,"(-1.70185225217872e+00dB,-3.52668859064055e+01°)"
6.92E+01,"(-1.70834708326154e+00dB,-3.53299584465312e+01°)"
6.93E+01,"(-1.71486213327906e+00dB,-3.53930837402651e+01°)"
6.95E+01,"(-1.72139743475123e+00dB,-3.54562615464226e+01°)"
6.97E+01,"(-1.72795302006138e+00dB,-3.55194916227125e+01°)"
6.98E+01,"(-1.73452892145509e+00dB,-3.55827737257411e+01°)"
7.00E+01,"(-1.74112517103909e+00dB,-3.56461076110153e+01°)"
7.01E+01,"(-1.74774180078013e+00dB,-3.57094930329463e+01°)"
7.03E+01,"(-1.75437884250384e+00dB,-3.57729297448532e+01°)"
7.05E+01,"(-1.76103632789365e+00dB,-3.58364174989668e+01°)"
7.06E+01,"(-1.76771428848967e+00dB,-3.58999560464334e+01°)"
7.08E+01,"(-1.77441275568754e+00dB,-3.59635451373185e+01°)"
7.10E+01,"(-1.78113176073739e+00dB,-3.60271845206108e+01°)"
7.11E+01,"(-1.78787133474268e+00dB,-3.60908739442261e+01°)"
7.13E+01,"(-1.79463150865910e+00dB,-3.61546131550113e+01°)"
7.14E+01,"(-1.80141231329350e+00dB,-3.62184018987483e+01°)"
7.16E+01,"(-1.80821377930277e+00dB,-3.62822399201585e+01°)"
7.18E+01,"(-1.81503593719275e+00dB,-3.63461269629065e+01°)"
7.19E+01,"(-1.82187881731714e+00dB,-3.64100627696045e+01°)"
7.21E+01,"(-1.82874244987637e+00dB,-3.64740470818170e+01°)"
7.23E+01,"(-1.83562686491660e+00dB,-3.65380796400644e+01°)"
7.24E+01,"(-1.84253209232855e+00dB,-3.66021601838279e+01°)"
